"Date","Price","Open","High","Low","Change %"
"May 01, 2016","1.779","1.830","1.874","1.705","-3.05%"
"Apr 24, 2016","1.835","1.891","1.941","1.810","-2.96%"
"Apr 17, 2016","1.891","1.726","1.897","1.722","7.81%"
"Apr 10, 2016","1.754","1.732","1.804","1.698","2.15%"
"Apr 03, 2016","1.717","1.765","1.791","1.685","-3.21%"
"Mar 27, 2016","1.774","1.914","1.918","1.762","-6.63%"
"Mar 20, 2016","1.900","1.893","1.954","1.852","1.23%"
"Mar 13, 2016","1.877","1.979","2.002","1.854","-5.20%"
"Mar 06, 2016","1.980","1.879","1.986","1.804","5.54%"
"Feb 28, 2016","1.876","1.757","1.902","1.702","6.35%"
"Feb 21, 2016","1.764","1.748","1.814","1.647","1.20%"
"Feb 14, 2016","1.743","1.772","1.847","1.719","-0.17%"
"Feb 07, 2016","1.746","1.853","1.870","1.530","-5.26%"
"Jan 31, 2016","1.843","1.933","1.966","1.793","-4.16%"
"Jan 24, 2016","1.923","2.059","2.064","1.911","-6.51%"
"Jan 17, 2016","2.057","2.047","2.089","1.939","0.98%"
"Jan 10, 2016","2.037","2.126","2.200","1.986","-3.73%"
"Jan 03, 2016","2.116","2.293","2.293","2.112","-6.74%"
"Dec 27, 2015","2.269","2.253","2.325","2.213","1.07%"
"Dec 20, 2015","2.245","2.204","2.280","2.172","1.86%"
"Dec 13, 2015","2.204","2.155","2.332","2.138","3.38%"
"Dec 06, 2015","2.132","2.285","2.292","2.120","-6.20%"
"Nov 29, 2015","2.273","2.218","2.358","2.145","2.30%"
"Nov 22, 2015","2.222","2.273","2.297","2.204","-1.86%"
"Nov 15, 2015","2.264","2.245","2.313","2.231","-0.48%"
"Nov 08, 2015","2.275","2.329","2.377","2.267","-2.15%"
"Nov 01, 2015","2.325","2.137","2.349","2.130","8.34%"
"Oct 25, 2015","2.146","2.083","2.183","2.009","2.83%"
"Oct 18, 2015","2.087","2.023","2.099","2.003","2.56%"
"Oct 11, 2015","2.035","2.069","2.078","1.974","-2.63%"
"Oct 04, 2015","2.090","1.984","2.138","1.977","4.97%"
"Sep 27, 2015","1.991","2.157","2.169","1.904","-8.08%"
"Sep 20, 2015","2.166","2.148","2.217","2.081","1.50%"
"Sep 13, 2015","2.134","2.201","2.303","2.126","-2.42%"
"Sep 06, 2015","2.187","2.151","2.254","2.126","2.63%"
"Aug 30, 2015","2.131","2.195","2.220","2.109","-2.43%"
"Aug 23, 2015","2.184","2.031","2.207","1.905","6.80%"
"Aug 16, 2015","2.045","2.198","2.230","2.030","-7.09%"
"Aug 09, 2015","2.201","2.177","2.243","2.045","1.62%"
"Aug 02, 2015","2.166","2.200","2.293","2.139","-0.96%"
"Jul 26, 2015","2.187","2.262","2.322","2.182","-3.32%"
"Jul 19, 2015","2.262","2.360","2.403","2.255","-3.62%"
"Jul 12, 2015","2.347","2.388","2.470","2.332","-2.25%"
"Jul 05, 2015","2.401","2.274","2.421","2.176","0.63%"
"Jun 28, 2015","2.386","2.303","2.470","2.292","-3.56%"
"Jun 21, 2015","2.474","2.286","2.489","2.279","9.42%"
"Jun 14, 2015","2.261","2.349","2.403","2.258","-5.40%"
"Jun 07, 2015","2.390","2.413","2.500","2.334","-0.79%"
"May 31, 2015","2.409","2.128","2.442","2.106","13.47%"
"May 24, 2015","2.123","2.204","2.213","2.090","-4.15%"
"May 17, 2015","2.215","2.153","2.303","2.139","3.12%"
"May 10, 2015","2.148","2.137","2.366","2.130","0.28%"
"May 03, 2015","2.142","2.133","2.312","2.087","1.42%"
"Apr 26, 2015","2.112","1.910","2.124","1.895","10.34%"
"Apr 19, 2015","1.914","1.870","1.993","1.853","2.63%"
"Apr 12, 2015","1.865","1.949","1.982","1.844","-4.31%"
"Apr 05, 2015","1.949","1.831","1.967","1.826","5.81%"
"Mar 29, 2015","1.842","1.956","1.975","1.802","-6.02%"
"Mar 22, 2015","1.960","1.925","2.012","1.852","1.45%"
"Mar 15, 2015","1.932","2.107","2.107","1.899","-8.78%"
"Mar 08, 2015","2.118","2.250","2.250","2.042","-5.74%"
"Mar 01, 2015","2.247","2.005","2.259","1.991","12.58%"
"Feb 22, 2015","1.996","2.113","2.136","1.931","-5.63%"
"Feb 15, 2015","2.115","2.017","2.164","1.998","3.32%"
"Feb 08, 2015","2.047","1.941","2.106","1.886","4.55%"
"Feb 01, 2015","1.958","1.653","1.965","1.649","19.46%"
"Jan 25, 2015","1.639","1.767","1.844","1.637","-8.38%"
"Jan 18, 2015","1.789","1.800","1.953","1.759","-2.29%"
"Jan 11, 2015","1.831","1.964","1.980","1.698","-6.10%"
"Jan 04, 2015","1.950","2.102","2.133","1.887","-7.76%"
"Dec 28, 2014","2.114","2.248","2.253","2.102","-6.13%"
"Dec 21, 2014","2.252","2.165","2.301","2.149","4.26%"
"Dec 14, 2014","2.160","2.078","2.234","2.009","3.70%"
"Dec 07, 2014","2.083","2.310","2.347","2.083","-9.71%"
"Nov 30, 2014","2.307","2.178","2.331","2.150","6.17%"
"Nov 23, 2014","2.173","2.310","2.338","2.166","-6.01%"
"Nov 16, 2014","2.312","2.313","2.363","2.282","-0.30%"
"Nov 09, 2014","2.319","2.308","2.384","2.273","0.78%"
"Nov 02, 2014","2.301","2.309","2.407","2.299","-1.46%"
"Oct 26, 2014","2.335","2.287","2.362","2.243","3.05%"
"Oct 19, 2014","2.266","2.218","2.300","2.135","3.05%"
"Oct 12, 2014","2.199","2.240","2.264","1.865","-3.81%"
"Oct 05, 2014","2.286","2.439","2.452","2.279","-6.16%"
"Sep 28, 2014","2.436","2.524","2.540","2.384","-3.64%"
"Sep 21, 2014","2.528","2.569","2.578","2.490","-1.94%"
"Sep 14, 2014","2.578","2.612","2.655","2.547","-1.19%"
"Sep 07, 2014","2.609","2.450","2.616","2.421","6.10%"
"Aug 31, 2014","2.459","2.357","2.487","2.354","4.86%"
"Aug 24, 2014","2.345","2.410","2.432","2.322","-2.41%"
"Aug 17, 2014","2.403","2.356","2.448","2.352","2.65%"
"Aug 10, 2014","2.341","2.431","2.471","2.303","-3.34%"
"Aug 03, 2014","2.422","2.502","2.525","2.349","-2.89%"
"Jul 27, 2014","2.494","2.471","2.614","2.451","1.09%"
"Jul 20, 2014","2.467","2.482","2.522","2.448","-0.60%"
"Jul 13, 2014","2.482","2.525","2.570","2.441","-1.35%"
"Jul 06, 2014","2.516","2.656","2.661","2.494","-4.73%"
"Jun 29, 2014","2.641","2.529","2.692","2.514","4.14%"
"Jun 22, 2014","2.536","2.612","2.630","2.507","-2.76%"
"Jun 15, 2014","2.608","2.602","2.660","2.565","0.00%"
"Jun 08, 2014","2.608","2.595","2.662","2.575","0.42%"
"Jun 01, 2014","2.597","2.484","2.647","2.475","4.93%"
"May 25, 2014","2.475","2.539","2.553","2.402","-2.41%"
"May 18, 2014","2.536","2.521","2.568","2.495","0.52%"
"May 11, 2014","2.523","2.631","2.665","2.473","-3.81%"
"May 04, 2014","2.623","2.575","2.636","2.572","1.43%"
"Apr 27, 2014","2.586","2.675","2.731","2.573","-3.00%"
"Apr 20, 2014","2.666","2.719","2.748","2.644","-2.02%"
"Apr 13, 2014","2.721","2.603","2.726","2.596","3.54%"
"Apr 06, 2014","2.628","2.723","2.735","2.607","-3.60%"
"Mar 30, 2014","2.726","2.724","2.810","2.719","0.11%"
"Mar 23, 2014","2.723","2.757","2.783","2.659","-0.84%"
"Mar 16, 2014","2.746","2.642","2.793","2.638","3.39%"
"Mar 09, 2014","2.656","2.790","2.804","2.610","-4.80%"
"Mar 02, 2014","2.790","2.610","2.821","2.592","5.32%"
"Feb 23, 2014","2.649","2.736","2.763","2.633","-3.04%"
"Feb 16, 2014","2.732","2.750","2.781","2.675","-0.47%"
"Feb 09, 2014","2.745","2.684","2.786","2.664","2.27%"
"Feb 02, 2014","2.684","2.666","2.726","2.570","1.51%"
"Jan 26, 2014","2.644","2.715","2.790","2.646","-2.76%"
"Jan 19, 2014","2.719","2.827","2.873","2.706","-3.62%"
"Jan 12, 2014","2.821","2.864","2.912","2.818","-1.36%"
"Jan 05, 2014","2.860","3.013","3.013","2.856","-4.60%"
"Dec 29, 2013","2.998","3.006","3.041","2.967","-0.13%"
"Dec 22, 2013","3.002","2.891","3.020","2.876","3.88%"
"Dec 15, 2013","2.890","2.866","2.966","2.824","0.84%"
"Dec 08, 2013","2.866","2.864","2.890","2.792","0.32%"
"Dec 01, 2013","2.857","2.753","2.932","2.752","4.04%"
"Nov 24, 2013","2.746","2.755","2.770","2.694","0.07%"
"Nov 17, 2013","2.744","2.714","2.839","2.660","1.52%"
"Nov 10, 2013","2.703","2.766","2.792","2.684","-1.74%"
"Nov 03, 2013","2.751","2.615","2.763","2.589","5.00%"
"Oct 27, 2013","2.620","2.514","2.629","2.473","4.34%"
"Oct 20, 2013","2.511","2.590","2.620","2.471","-2.79%"
"Oct 13, 2013","2.583","2.739","2.759","2.540","-4.01%"
"Oct 06, 2013","2.691","2.634","2.722","2.606","1.74%"
"Sep 29, 2013","2.645","2.595","2.666","2.581","0.65%"
"Sep 22, 2013","2.628","2.736","2.758","2.605","-3.95%"
"Sep 15, 2013","2.736","2.890","2.900","2.673","-5.33%"
"Sep 08, 2013","2.890","2.942","2.979","2.862","-1.50%"
"Sep 01, 2013","2.934","2.837","3.007","2.813","5.20%"
"Aug 25, 2013","2.789","2.824","2.840","2.705","-1.03%"
"Aug 18, 2013","2.818","2.843","2.936","2.804","-0.25%"
"Aug 11, 2013","2.825","2.825","2.825","2.825","9.50%"
"Aug 04, 2013","2.580","2.580","2.580","2.580","-0.69%"
"Jul 28, 2013","2.598","2.598","2.598","2.598","1.33%"
"Jul 21, 2013","2.564","2.564","2.564","2.564","3.30%"
"Jul 14, 2013","2.482","2.482","2.482","2.482","-4.24%"
"Jul 07, 2013","2.592","2.592","2.592","2.592","-5.26%"
"Jun 30, 2013","2.736","2.736","2.736","2.736","10.01%"
"Jun 23, 2013","2.487","2.487","2.487","2.487","-2.16%"
"Jun 16, 2013","2.542","2.542","2.542","2.542","19.34%"
"Jun 09, 2013","2.130","2.130","2.130","2.130","-2.25%"
"Jun 02, 2013","2.179","2.179","2.179","2.179","2.20%"
"May 26, 2013","2.132","2.132","2.132","2.132","6.02%"
"May 19, 2013","2.011","2.011","2.011","2.011","2.92%"
"May 12, 2013","1.954","1.954","1.954","1.954","2.84%"
"May 05, 2013","1.900","1.900","1.900","1.900","9.20%"
"Apr 28, 2013","1.740","1.740","1.740","1.740","4.50%"
"Apr 21, 2013","1.665","1.665","1.665","1.665","-2.35%"
"Apr 14, 2013","1.705","1.705","1.705","1.705","-0.93%"
"Apr 07, 2013","1.721","1.721","1.721","1.721","0.41%"
"Mar 31, 2013","1.714","1.714","1.714","1.714","-7.45%"
"Mar 24, 2013","1.852","1.852","1.852","1.852","-3.89%"
"Mar 17, 2013","1.927","1.927","1.927","1.927","-3.21%"
"Mar 10, 2013","1.991","1.991","1.991","1.991","-2.83%"
"Mar 03, 2013","2.049","2.049","2.049","2.049","11.06%"
"Feb 24, 2013","1.845","1.845","1.845","1.845","-5.96%"
"Feb 17, 2013","1.962","1.962","1.962","1.962","-2.14%"
"Feb 10, 2013","2.005","2.005","2.005","2.005","2.82%"
"Feb 03, 2013","1.950","1.950","1.950","1.950","-3.70%"
"Jan 27, 2013","2.025","2.025","2.025","2.025","3.90%"
"Jan 20, 2013","1.949","1.949","1.949","1.949","5.92%"
"Jan 13, 2013","1.840","1.840","1.840","1.840","-1.39%"
"Jan 06, 2013","1.866","1.866","1.866","1.866","-1.94%"
"Dec 30, 2012","1.903","1.903","1.903","1.903","11.88%"
"Dec 23, 2012","1.701","1.701","1.701","1.701","-3.90%"
"Dec 16, 2012","1.770","1.770","1.770","1.770","3.87%"
"Dec 09, 2012","1.704","1.704","1.704","1.704","4.99%"
"Dec 02, 2012","1.623","1.623","1.623","1.623","0.43%"
"Nov 25, 2012","1.616","1.616","1.616","1.616","-4.55%"
"Nov 18, 2012","1.693","1.693","1.693","1.693","6.88%"
"Nov 11, 2012","1.584","1.584","1.584","1.584","-1.80%"
"Nov 04, 2012","1.613","1.613","1.613","1.613","-6.06%"
"Oct 28, 2012","1.717","1.717","1.717","1.717","-1.83%"
"Oct 21, 2012","1.749","1.749","1.749","1.749","-0.96%"
"Oct 14, 2012","1.766","1.766","1.766","1.766","6.64%"
"Oct 07, 2012","1.656","1.656","1.656","1.656","-4.39%"
"Sep 30, 2012","1.732","1.732","1.732","1.732","6.06%"
"Sep 23, 2012","1.633","1.633","1.633","1.633","-6.90%"
"Sep 16, 2012","1.754","1.754","1.754","1.754","-6.15%"
"Sep 09, 2012","1.869","1.869","1.869","1.869","12.05%"
"Sep 02, 2012","1.668","1.668","1.668","1.668","7.75%"
"Aug 26, 2012","1.548","1.548","1.548","1.548","-8.24%"
"Aug 19, 2012","1.687","1.687","1.687","1.687","-7.00%"
"Aug 12, 2012","1.814","1.814","1.814","1.814","9.34%"
"Aug 05, 2012","1.659","1.659","1.659","1.659","5.80%"
"Jul 29, 2012","1.568","1.568","1.568","1.568","1.49%"
"Jul 22, 2012","1.545","1.545","1.545","1.545","5.97%"
"Jul 15, 2012","1.458","1.458","1.458","1.458","-2.21%"
"Jul 08, 2012","1.491","1.491","1.491","1.491","-3.74%"
"Jul 01, 2012","1.549","1.549","1.549","1.549","-5.72%"
"Jun 24, 2012","1.643","1.643","1.643","1.643","-1.97%"
"Jun 17, 2012","1.676","1.676","1.676","1.676","5.67%"
"Jun 10, 2012","1.586","1.586","1.586","1.586","-2.82%"
"Jun 03, 2012","1.632","1.632","1.632","1.632","11.86%"
"May 27, 2012","1.459","1.459","1.459","1.459","-16.44%"
"May 20, 2012","1.746","1.746","1.746","1.746","1.33%"
"May 13, 2012","1.723","1.723","1.723","1.723","-6.41%"
"May 06, 2012","1.841","1.841","1.841","1.841","-2.02%"
"Apr 29, 2012","1.879","1.879","1.879","1.879","-2.99%"
"Apr 22, 2012","1.937","1.937","1.937","1.937","-1.12%"
"Apr 15, 2012","1.959","1.959","1.959","1.959","-1.51%"
"Apr 08, 2012","1.989","1.989","1.989","1.989","-2.83%"
"Apr 01, 2012","2.047","2.047","2.047","2.047","-7.54%"
"Mar 25, 2012","2.214","2.214","2.214","2.214","-0.85%"
"Mar 18, 2012","2.233","2.233","2.233","2.233","-2.83%"
"Mar 11, 2012","2.298","2.298","2.298","2.298","13.20%"
"Mar 04, 2012","2.030","2.030","2.030","2.030","2.58%"
"Feb 26, 2012","1.979","1.979","1.979","1.979","0.10%"
"Feb 19, 2012","1.977","1.977","1.977","1.977","-1.15%"
"Feb 12, 2012","2.000","2.000","2.000","2.000","0.81%"
"Feb 05, 2012","1.984","1.984","1.984","1.984","3.12%"
"Jan 29, 2012","1.924","1.924","1.924","1.924","1.75%"
"Jan 22, 2012","1.891","1.891","1.891","1.891","-6.62%"
"Jan 15, 2012","2.025","2.025","2.025","2.025","8.23%"
"Jan 08, 2012","1.871","1.871","1.871","1.871","-4.44%"
"Jan 01, 2012","1.958","1.958","1.958","1.958","4.37%"
"Dec 25, 2011","1.876","1.876","1.876","1.876","-7.17%"
"Dec 18, 2011","2.021","2.021","2.021","2.021","9.18%"
"Dec 11, 2011","1.851","1.851","1.851","1.851","-10.28%"
"Dec 04, 2011","2.063","2.063","2.063","2.063","1.48%"
"Nov 27, 2011","2.033","2.033","2.033","2.033","3.46%"
"Nov 20, 2011","1.965","1.965","1.965","1.965","-2.00%"
"Nov 13, 2011","2.005","2.005","2.005","2.005","-2.53%"
"Nov 06, 2011","2.057","2.057","2.057","2.057","0.93%"
"Oct 30, 2011","2.038","2.038","2.038","2.038","-12.31%"
"Oct 23, 2011","2.324","2.324","2.324","2.324","4.87%"
"Oct 16, 2011","2.216","2.216","2.216","2.216","-1.55%"
"Oct 09, 2011","2.251","2.251","2.251","2.251","8.48%"
"Oct 02, 2011","2.075","2.075","2.075","2.075","8.24%"
"Sep 25, 2011","1.917","1.917","1.917","1.917","4.75%"
"Sep 18, 2011","1.830","1.830","1.830","1.830","-11.04%"
"Sep 11, 2011","2.057","2.057","2.057","2.057","7.42%"
"Sep 04, 2011","1.915","1.915","1.915","1.915","-3.96%"
"Aug 28, 2011","1.994","1.994","1.994","1.994","-8.95%"
"Aug 21, 2011","2.190","2.190","2.190","2.190","5.95%"
"Aug 14, 2011","2.067","2.067","2.067","2.067","-8.54%"
"Aug 07, 2011","2.260","2.260","2.260","2.260","-11.82%"
"Jul 31, 2011","2.563","2.563","2.563","2.563","-8.20%"
"Jul 24, 2011","2.792","2.792","2.792","2.792","-5.80%"
"Jul 17, 2011","2.964","2.964","2.964","2.964","1.93%"
"Jul 10, 2011","2.908","2.908","2.908","2.908","-4.03%"
"Jul 03, 2011","3.030","3.030","3.030","3.030","-4.78%"
"Jun 26, 2011","3.182","3.182","3.182","3.182","10.83%"
"Jun 19, 2011","2.871","2.871","2.871","2.871","-2.48%"
"Jun 12, 2011","2.944","2.944","2.944","2.944","-0.98%"
"Jun 05, 2011","2.973","2.973","2.973","2.973","-0.60%"
"May 29, 2011","2.991","2.991","2.991","2.991","-2.64%"
"May 22, 2011","3.072","3.072","3.072","3.072","-2.38%"
"May 15, 2011","3.147","3.147","3.147","3.147","-0.69%"
"May 08, 2011","3.169","3.169","3.169","3.169","0.60%"
"May 01, 2011","3.150","3.150","3.150","3.150","-4.26%"
"Apr 24, 2011","3.290","3.290","3.290","3.290","-3.06%"
"Apr 17, 2011","3.394","3.394","3.394","3.394","-0.56%"
"Apr 10, 2011","3.413","3.413","3.413","3.413","-4.74%"
"Apr 03, 2011","3.583","3.583","3.583","3.583","3.86%"
"Mar 27, 2011","3.450","3.450","3.450","3.450","0.23%"
"Mar 20, 2011","3.442","3.442","3.442","3.442","5.32%"
"Mar 13, 2011","3.268","3.268","3.268","3.268","-3.94%"
"Mar 06, 2011","3.402","3.402","3.402","3.402","-2.58%"
"Feb 27, 2011","3.492","3.492","3.492","3.492","2.22%"
"Feb 20, 2011","3.416","3.416","3.416","3.416","-4.63%"
"Feb 13, 2011","3.582","3.582","3.582","3.582","-1.54%"
"Feb 06, 2011","3.638","3.638","3.638","3.638","0.00%"
"Jan 30, 2011","3.638","3.638","3.638","3.638","9.28%"
"Jan 23, 2011","3.329","3.329","3.329","3.329","-2.32%"
"Jan 16, 2011","3.408","3.408","3.408","3.408","2.31%"
"Jan 09, 2011","3.331","3.331","3.331","3.331","0.09%"
"Jan 02, 2011","3.328","3.328","3.328","3.328","1.22%"
